bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
8,0,0,0,1,75.57208449888822,0.0,29998809,0.4444444444444444,0.6,0.7407407407407407,3,6,-4,3,6,-5,-0004-06-03,-0005-06-03
8,0,0,0,1,82.84102498916403,0.0,29998809,0.4444444444444444,0.6,0.7407407407407407,5,1,-9,5,1,-8,-0009-01-05,-0008-01-05
8,0,0,0,1,99.53706505592733,0.0,29998809,0.44411559168432746,0.6,0.7401926528072125,13,8,2,12,7,3,0002-08-13,0003-07-12
14,1,35,1,1,29.558430705665973,-174.5,13663706,0.438444701470547,1.0,0.438444701470547,18,-1,-100,18,1,-99,"ArgumentError(""Month: -1 out of range (1:12)"")",0099-01-18
13,2,34,1,1,19.006779259089733,-299.5,6689670,0.4376984126169801,0.7071067811865476,0.6189990313521082,-1,0,-127,1,1,-127,"ArgumentError(""Month: 0 out of range (1:12)"")",0127-01-01
12,0,0,0,1,27.40032992887086,-179.0,13301313,0.43514263457633695,0.6153846153846154,0.7071067811865475,17,3,-96,17,2,-95,0096-03-17,0095-02-17
14,1,0,0,1,47.26957156215459,0.0,29998809,0.43514263457633695,0.6153846153846154,0.7071067811865475,17,4,-119,17,3,-118,-0119-04-17,-0118-03-17
12,0,0,0,1,50.55814037639343,0.0,29998809,0.43514263457633695,0.6153846153846154,0.7071067811865475,18,5,-91,18,4,-92,-0091-05-18,-0092-04-18
13,1,0,0,1,51.94695679273343,0.0,29998809,0.43514263457633695,0.5454545454545454,0.7977614967232844,14,1,-99,14,2,-100,-0099-01-14,-0100-02-14
14,1,0,0,1,53.120187095054504,0.0,29998809,0.43514263457633695,0.6153846153846154,0.7071067811865475,15,3,-120,15,4,-121,-0120-03-15,-0121-04-15
