bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,i1_1,i1_2,i2_1,i2_2,output1,output2,fitness_max,fitness_ratio_max
23,24,9,0,1,6.40697162893069e-10,0.0,15.0,1.511785157e9,-3.88074252e8,in,out,6.9575630171540614e-9,0.09208643332635474
20,22,6,1,1,5.904406631557124e-10,6.5211065e7,1.661006796e9,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.792327048583364e-9,0.06029625646961313
23,20,9,0,1,5.764038810741813e-10,18.0,11.0,-1.734846025e9,1.2984479e7,in,out,9.999801353822443e-10,0.576415331344407
22,23,9,0,1,5.749550209327439e-10,29.0,0.0,5.4037149e7,-1.738426848e9,in,out,9.99570745841369e-10,0.5752019287527136
24,16,9,0,1,5.40795994958793e-10,12.0,-59.0,1.80834218e9,3.86220101e8,in,out,9.778933283563805e-9,0.055302145875946396
22,19,9,0,1,4.734072440563012e-10,6.376596e6,-2.11233659e9,-30.0,0.0,out,in,9.998495014899354e-10,0.4734785018653796
14,25,6,1,1,4.675566833372807e-10,3.0,-2.099171109e9,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.814389037175215e-10,0.4763991742799848
22,27,6,1,1,3.871431114615916e-10,0.0,0.0,-3.32659677e8,2.513270313e9,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,1.0,3.871431114615916e-10
24,16,6,1,1,3.6421570871733887e-10,5.35189401e8,-15.0,3.280815073e9,34.0,out,"DomainError(-7.682996530485555e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",4.862100637391534e-10,0.7490912588611839
18,22,9,0,1,3.295358331001361e-10,42650.0,-3.034571356e9,8.0,0.0,out,in,9.999205491861407e-10,0.3295620170706095
19,14,6,1,1,3.2912902241541863e-10,3.038320638e9,-4.0,-1515.0,-1.0,"DomainError(-9.215351774412825e18, ""sqrt will only return a complex result if called with a complex argument. Try sqrt(Complex(x))."")",out,3.2925446492694885e-10,0.9996190104466524
