bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
46,392,17,1,1,5.185776563179579,-137.0,30262003,9.820635142902028e-37,9.999834892788629e-37,0.9820797291347451,1018264079103642230559019397973820181,340121321,"BoundsError(""kMGTPE"", 12)",340.1 MB
58,128,17,1,1,82.8970989204487,-137.5,530697989,9.820295764143598e-37,9.999095641594303e-37,0.9821183951169612,1018299269204553685218298984524313903,101140876756603129809,"BoundsError(""kMGTPE"", 12)",101.1 EB
73,4,14,1,1,80.44188122918828,-137.5,190594393,9.819458175617074e-37,9.89249440781458e-37,0.9926170054602396,10165560927471221190391434713610020,-1008220568037488635803026983861978531,"BoundsError(""kMGTPE"", 11)",-1008220568037488635803026983861978531B
52,242,17,1,1,5.185656469754741,-137.5,24570809,9.818014595980395e-37,9.999738145120416e-37,0.9818271692215563,284980523435872,1018535866110253372605981527944227332,285.0 TB,"BoundsError(""kMGTPE"", 12)"
50,288,19,1,1,4.102093437953517,-137.5,12809823,9.789370174476065e-37,9.999790297983002e-37,0.9789575463848098,1021516177422027907118187237032869418,3379042901969,"BoundsError(""kMGTPE"", 12)",3.4 TB
54,242,33,0,1,5.185666577029438,-137.5,27573237,9.786761561479766e-37,9.999985931938285e-37,0.9786775329575699,-1021788457517911777598647607686178818,1897496899373316,-1021788457517911777598647607686178818B,1.9 PB
47,364,19,1,1,5.854053936818415,-137.5,57661784,9.779697844578372e-37,9.9997263532898e-37,0.9779965470116049,4267446782,1022526478723855222231611119528985509,4.3 GB,"BoundsError(""kMGTPE"", 12)"
62,72,1,1,1,82.89721070726557,-137.5,594209145,9.764551018116963e-37,9.997547839728059e-37,0.9766946029820215,1024112627548599646769814600984155352,-397595297041005079045493,"BoundsError(""kMGTPE"", 12)",-397595297041005079045493B
56,162,19,1,1,4.185527224731047,-137.5,19088307,9.762854681804259e-37,9.999612094047837e-37,0.9763233403439214,1001928842429011448,1024290571346690821848228526096005858,1.0 EB,"BoundsError(""kMGTPE"", 12)"
51,264,18,1,1,5.852842870166992,-137.5,50238854,9.7517103570494e-37,9.999924309308606e-37,0.9751784168978007,54225836259247,1025461137980899460470610922848342998,54.2 TB,"BoundsError(""kMGTPE"", 12)"
56,162,5,1,1,82.8970991085916,-137.5,557386839,9.736199010427746e-37,9.996980234875331e-37,0.9739140001959965,1027094864154863309103982925992833443,-162722464550772547,"BoundsError(""kMGTPE"", 12)",-162722464550772547B
43,544,32,0,1,5.186163989745494,-137.5,42369140,9.73535487444005e-37,9.99932039237266e-37,0.9736016541550206,-1027183921795677896320225855269672677,23375,-1027183921795677896320225855269672677B,23.4 kB
64,50,3,1,1,82.89721070736614,-137.5,596737018,9.721147735392251e-37,9.99403797263911e-37,0.9726946967788239,1028685117360864924049826711671159837,-96255685999527283094368043,"BoundsError(""kMGTPE"", 12)",-96255685999527283094368043B
42,578,32,0,1,82.88610779304423,-137.5,418208221,9.71878696596534e-37,9.72133311456433e-37,0.9997380864775453,-1003211618295983488774033412312207894,9967,-1003211618295983488774033412312207894B,10.0 kB
57,144,18,1,1,5.185666597223154,-137.5,29155869,9.712128200789496e-37,9.999861729712632e-37,0.9712262492522079,1029640444736623537687336921730725340,32549895489171441304,"BoundsError(""kMGTPE"", 12)",32.5 EB
55,180,6,1,1,82.86647384082659,-137.5,315594423,9.697734598466565e-37,9.996786802010341e-37,0.970085167417631,1031168660934609332609078198111028924,-10753182311766428,"BoundsError(""kMGTPE"", 12)",-10753182311766428B
69,24,14,1,1,82.89709882724729,-137.5,481716966,9.693443854564632e-37,9.819139011797246e-37,0.987198963464964,-1013523994995550819146305714775653772,2420477768943823023196469586438,-1013523994995550819146305714775653772B,"BoundsError(""kMGTPE"", 10)"
44,450,17,1,1,5.186164089972493,-137.5,43225072,9.6917684078821e-37,9.999879259813763e-37,0.9691885427887255,-315736,1031803441760661897442826352642515396,-315736B,"BoundsError(""kMGTPE"", 12)"
42,578,33,0,1,3.0909090909091006,-137.5,487775,9.678566907197408e-37,9.999814575629548e-37,0.9678746374742738,2309,-1033210814770889186607624634374856122,2.3 kB,-1033210814770889186607624634374856122B
60,128,15,1,1,82.86647384176604,-137.5,327199263,9.66877410824692e-37,9.992313647998632e-37,0.9676211585075181,-1034257278952304716786105995058546166,4527948839846749141377,-1034257278952304716786105995058546166B,"BoundsError(""kMGTPE"", 7)"
