bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
16,11,9,0,1,2.850981634907265,0.0,2597103,3.565827166352911e-8,9.998913117807967e-8,0.35662147718857634,12,-28043924,-11,60,out,in
20,16,9,0,1,3.04025959685057e-8,0.0,1238,3.04025959685057e-8,9.922787324401841e-8,0.3063916919164486,4,-2,-3164118,-32739386,in,out
20,12,9,0,1,2.856434496230963,0.0,2885079,2.459759229716339e-8,6.727636419099454e-7,0.036562011923432634,22,52,29845938,27604406,in,out
14,14,6,1,1,2.856434471633371,0.0,2883591,2.4543719678038325e-8,9.811966400960328e-8,0.25014068205162376,0,0,-39989109,189,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
19,18,9,0,1,2.8489782012211595,0.0,2235715,2.274688225219569e-8,9.908432607105531e-8,0.2295709438027913,-22569714,37726274,1,4,out,in
21,14,9,0,1,2.1423287902032766,0.0,1185149,1.9723544916273022e-8,9.875144568813311e-8,0.19972917640681373,0,-14,-24780376,44232402,in,out
15,14,6,1,1,2.848982909427617,0.0,2326731,1.8331904549102794e-8,9.814280333585475e-8,0.186788067244922,2697,-53539526,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
17,15,9,0,1,2.1165531852132315,0.0,836583,1.711359609213039e-8,9.992740249806335e-8,0.1712602916148257,-58433061,-34914,1,0,out,in
16,14,6,1,1,2.1165532024362985,0.0,859166,1.5768499318079172e-8,9.811195393351092e-8,0.16071945044296293,0,0,16553,-62243174,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
15,11,6,1,1,2.8489783218892892,0.0,2277944,1.2275772728299492e-8,9.814011625273475e-7,0.012508414700351874,0,0,-2205,79952725,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
19,12,9,0,1,2.142328802048787,0.0,1207674,1.1716883940194229e-8,9.99718097860485e-8,0.11720187886234876,-85342561,862812,1,-33,out,in
19,18,6,1,1,2.856434447052911,0.0,2817889,1.1621745482157547e-8,9.711944825416474e-8,0.11966445126153377,-16339196,82856488,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
13,20,9,0,1,2.1518702146403235,0.0,1624739,9.946396086498952e-9,9.999964600125315e-9,0.99464312967411,6,0,6,-100538928,in,out
20,18,9,0,1,2.85643443511294,0.0,2804054,9.783117165686209e-9,9.997467391574059e-9,0.9785595473841199,-102161984,3350461,1,33,out,in
14,19,9,0,1,2.151762030805385,0.0,1505388,9.641386786607813e-9,9.999929600495611e-9,0.9641454661970792,0,43,-103719519,1,in,out
16,16,9,0,1,2.152557069780972,0.0,1839003,9.58524455112004e-9,9.999935700406005e-9,0.9585306184249637,10,4,486,-104327016,in,out
15,18,9,0,1,2.856362828694244,0.0,2713820,9.484174256337475e-9,9.999732507155433e-9,0.9484427957998833,-17,7,0,-105438798,in,out
15,17,9,0,1,2.1525570844884596,0.0,1882735,8.84286777526845e-9,9.999905600891125e-9,0.8842951251940251,23,7,-113085463,34,in,out
19,14,9,0,1,2.106008294415371,0.0,547446,8.499367156379853e-9,6.943702662686858e-7,0.012240396182360481,117602054,3556509,1,-2,out,in
21,15,9,0,1,2.151703033718332,0.0,1298265,8.200612769963418e-9,9.998355566582192e-9,0.8201961527926228,17,14,-121941677,-317363,in,out
22,17,9,0,1,2.1517035958772004,0.0,1408301,8.072355273298119e-9,6.480834125311224e-8,0.1245573504461583,-106922247,62560249,-4,-1,out,in
17,11,9,0,1,2.106008302645165,0.0,556870,7.969608560969758e-9,9.998795317963593e-8,0.079705687610704,4,-16,4956,125476661,in,out
21,18,9,0,1,1.0123217361862373,0.0,278212,7.81646405417019e-9,7.00985276178837e-8,0.11150682218004299,66,1,124509007,-29409348,in,out
20,10,9,0,1,2.1517030414026483,0.0,1298724,7.684316389514059e-9,9.99737463482887e-8,0.07686334332959201,-20,48,111128,130135194,in,out
21,10,9,0,1,2.8489782087067903,0.0,2235886,7.485630525600027e-9,6.830457533127374e-7,0.010959193420492107,-133589292,16574,-12,-46,out,in
19,16,9,0,1,0.012116174243345445,0.0,145381,6.6453541165212516e-9,9.99711281264556e-9,0.6647273308865138,306091,-150480729,2,30,out,in
17,18,9,0,1,2.1282970158870365,0.0,1061383,6.50600863312635e-9,9.998973391728229e-9,0.6506676613929709,0,2,-2566,-153704067,in,out
19,11,9,0,1,2.850981599092317,0.0,2590543,6.423975367994611e-9,9.992904569235161e-8,0.06428536691696127,-2,-2,155666630,259585,in,out
18,19,6,1,1,2.8504262002631915,0.0,2453945,6.201776383113872e-9,9.813705837957834e-9,0.6319505073329587,0,0,-158257707,362289,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
20,22,9,0,1,2.152465781789438,0.0,1830180,5.797483464024738e-9,9.99252961417616e-9,0.5801817645653998,7,0,63391038,-160417910,in,out
21,24,9,0,1,2.15255707522915,0.0,1841814,5.3670878683183325e-9,9.878863846735898e-9,0.5432899928154882,1,5,148807578,-112123758,in,out
